"kcat","km","phi","mu","convergence","f.TS","f.TS2","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R","v.TS","v.TS2","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.R","p.TS","p.TS2","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
602,0.1,0.1001,0.94759298847177,4,1.18071088956961,1.79460743600461e-19,9.0355445001918,0.343318670452422,3.90556983146464,0.11517164038534,0.454284294845747,0.142217150140452,5.37197352524305,208.103005028528,3.16303680755612e-17,1592.53546246559,60.5107038773827,688.365649420594,20.2992660353888,80.0686499377729,25.0660992223165,946.82266710039,5.00093142119608,5.47761149804566e-20,2.13555190792006,9.5426135748318,1.30122145409894,0.148317235089516,6.77333396377673,0.405378935182903,24.6520052926643,10,1e-05,43.5901152456616,3.90604816243801,5.6516439648541,10.3846512351423,1.5006555152208,54.0780024584377,16.9295295527194,49.9593537847603
602,0.1,0.1051,0.935598398757137,4,1.17533029588218,1.69620027682345e-17,8.76651481789587,0.327070657988312,3.9014423060887,0.11368379904666,0.450592291214139,0.145702795112128,5.09515727243812,204.532508567891,2.95174980911942e-15,1525.56032409256,56.9172618043412,678.934070442109,19.7834027455991,78.41265726432,25.3553901350504,886.665903304652,4.9801596973567,5.12006753455246e-18,2.03103690506434,8.86553620117421,1.27230763914501,0.145427302158423,6.55597331161206,0.405280531754645,23.1292410454091,10,1e-05,45.8610370182063,3.97318722541657,5.82089841781016,10.4814853177801,1.49546222234751,53.6385063461311,17.3444607301477,47.3849626336745
602,0.1,0.1101,0.922936386669442,4,1.17023478759863,3.53308323996388e-17,8.51173938013476,0.312029037766369,3.8918021689766,0.112213471592149,0.446310325629763,0.148779978419476,4.83893816924509,200.889721554335,6.06510860748801e-15,1461.17768172588,53.5648291932786,668.090764652966,19.2632566572819,76.6163833042192,25.5404887585686,830.681972318622,4.95473396117194,1.05373734076914e-17,1.93303934272218,8.2488878866514,1.24221884303402,0.142456754895366,6.34174607652403,0.404157688737156,21.7348844202432,10,1e-05,48.0974305507218,4.03485105576948,5.97778638233484,10.5597094076902,1.48854783472621,53.128781162967,17.7107686310545,45.0021249739793
602,0.1,0.1151,0.909759454224154,4,1.16540096825687,1.41963686594004e-17,8.27004841175516,0.298067239329679,3.87752806177514,0.110761540274202,0.441562762070241,0.151486324855795,4.60118769504849,197.203626083063,2.40224219225863e-15,1399.41837968434,50.4375249492884,656.136913258808,18.7425426677725,74.7191569213722,25.633797617521,778.591165158819,4.92524936840937,4.18018835988611e-18,1.84104346799643,7.68602770873766,1.21137088182159,0.139429377444115,6.1315354805319,0.402146852075229,20.4542424269347,10,1e-05,50.296460730193,4.09125183857907,6.12306504388933,10.621357181883,1.48025633787832,52.5636311968415,18.0329321108339,42.791045563951
602,0.1,0.1201,0.89619175426146,4,1.16080812298284,3.33591936145816e-17,8.04040615429901,0.285074767314841,3.85937513442754,0.109329095769731,0.436452335737856,0.153857405450846,4.38004413703738,193.497040266032,5.56069956979312e-15,1340.26869952963,47.5195879816951,643.325672006076,18.2242491481232,72.7529671014542,25.6467472860625,730.116855638033,4.89220274904776,9.69127067225461e-18,1.75457921035584,7.17113590615141,1.18009779699894,0.136365133242924,5.92598381654412,0.399370960883736,19.274674901223,10,1e-05,52.4558418791125,4.14261415122328,6.25749357640089,10.6682928826252,1.47087542590386,51.9552860462343,18.3151855448687,40.7344104744477
602,0.1,0.1251,0.88233462336467,4,1.15643782735731,1.73086283860282e-17,7.82189136479276,0.272955074708284,3.83798957941836,0.107917279313135,0.43106360324141,0.155926294012054,4.17387742918557,189.787915081351,2.8405923920778e-15,1283.6837562718,44.7958146251069,629.868742746254,17.7107622714968,70.7436756142742,25.589725229358,684.992721917838,4.85601420941702,4.95814122593435e-18,1.6732187624466,6.69911578493,1.14866604026645,0.1332808362355,5.72554222242113,0.395939712434554,18.1852825232745,10,1e-05,54.5738201935456,4.18917178602995,6.38181689525759,10.7022089546771,1.4606447214431,51.3138113298574,18.5614660391949,38.8170600914258
602,0.1,0.1301,0.868270973757334,4,1.15227362956156,3.63367837125452e-17,7.61368148677072,0.261623632222801,3.81392348182183,0.106527189933768,0.425466023971254,0.157723450469995,3.98125744842109,186.090348825622,5.86833247137803e-15,1229.59738674177,42.2517982988921,615.942544303917,17.203970849989,68.7120826017578,25.4720850698546,642.966712362575,4.81704284815662,1.02581598054517e-17,1.59657325539597,6.26550183022595,1.11728696761757,0.130190622926523,5.53051109067901,0.391950381816686,17.1766372734978,10,1e-05,56.6491165147603,4.23116246906159,6.4967562738304,10.724632212517,1.4497631896911,50.6474754935381,18.7753995439482,37.0256942703162
602,0.1,0.1351,0.85406883828064,4,1.14830077941113,4.73267526558447e-18,7.41503899153428,0.251006329960146,3.78764666808654,0.105159811093807,0.419716484645972,0.15927657705894,3.80092763687333,182.415391756326,7.51817666682927e-16,1177.92939513879,39.8740633412077,601.693444071219,16.7053514912141,66.6748193034804,25.3021679709325,603.803216325652,4.77559959225459,1.31612738548954e-18,1.52428936281536,5.86637899799514,1.0861267453966,0.127106399397065,5.34107426008797,0.387488611609203,16.2405630533661,10,1e-05,58.6808895923656,4.2688249450808,6.6029989096167,10.7369302924011,1.43839509422482,49.9630503322565,18.9602837330962,35.348627022922
602,0.1,0.1401,0.839784167407122,4,1.144505988787,0,7.22529939702611,0.241038041923906,3.75955765843315,0.103815959871404,0.413861408166339,0.160610667855876,3.63178127670277,178.771669652788,0,1128.59071914217,37.650107231195,587.242361629181,16.2160378928971,64.6450920026769,25.087363052661,567.283709312873,4.73195671353162,0,1.45604583942079,5.49830972782435,1.05531469409114,0.124038158708827,5.15732471601011,0.382629431807137,15.3699465919418,10,1e-05,60.6686931186396,4.30239674984369,6.70119297281437,10.7403201813849,1.42667533174245,49.266062028121,19.1190939015634,33.7755658733357
602,0.1,0.1451,0.825462992502457,4,1.14087724046236,0,7.04386202774057,0.231661271387576,3.7299958318706,0.102496297147969,0.407938750680962,0.161748309807369,3.47283933573097,175.16586102414,0,1081.48722164393,35.5683719767313,572.689074979953,15.7368834305381,62.6333315924366,24.8342073553197,533.206265202807,4.68635360670232,0,1.39155035360423,5.15826717212565,1.02495085297459,0.120994227344832,4.97928537872622,0.377438542993142,14.558565687827,10,1e-05,62.6123886083252,4.33210949133161,6.79194817795537,10.7358852185346,1.41471498382818,48.5610288810617,19.2545187994692,32.297405822298
